,Country,Value,Year,Sex,Indicator
16,Slovak Republic,34.0,2014,W,EMP18_MAT
17,Spain,16.0,2014,W,EMP18_MAT
18,Sweden,15.6,2014,W,EMP18_MAT
19,Switzerland,16.0,2014,W,EMP18_MAT
20,United Kingdom,52.0,2014,W,EMP18_MAT
21,Estonia,20.0,2014,W,EMP18_MAT
22,Slovenia,15.0,2014,W,EMP18_MAT
23,Latvia,16.0,2014,W,EMP18_MAT
24,Lithuania,18.0,2014,W,EMP18_MAT
0,Austria,16.0,2015,W,EMP18_MAT
1,Belgium,15.0,2015,W,EMP18_MAT
2,Czech Republic,28.0,2015,W,EMP18_MAT
3,Denmark,18.0,2015,W,EMP18_MAT
4,France,16.0,2015,W,EMP18_MAT
5,Germany,14.0,2015,W,EMP18_MAT
6,Greece,43.0,2015,W,EMP18_MAT
7,Hungary,24.0,2015,W,EMP18_MAT
8,Iceland,13.0,2015,W,EMP18_MAT
9,Ireland,42.0,2015,W,EMP18_MAT
10,Italy,21.7,2015,W,EMP18_MAT
11,Luxembourg,16.0,2015,W,EMP18_MAT
12,Netherlands,16.0,2015,W,EMP18_MAT
13,Norway,13.0,2015,W,EMP18_MAT
14,Poland,26.0,2015,W,EMP18_MAT
15,Portugal,6.0,2015,W,EMP18_MAT
16,Slovak Republic,34.0,2015,W,EMP18_MAT
17,Spain,16.0,2015,W,EMP18_MAT
18,Sweden,15.6,2015,W,EMP18_MAT
19,Switzerland,16.0,2015,W,EMP18_MAT
20,United Kingdom,52.0,2015,W,EMP18_MAT
21,Estonia,20.0,2015,W,EMP18_MAT
22,Slovenia,15.0,2015,W,EMP18_MAT
23,Latvia,16.0,2015,W,EMP18_MAT
24,Lithuania,18.0,2015,W,EMP18_MAT
0,Austria,16.0,2016,W,EMP18_MAT
1,Belgium,15.0,2016,W,EMP18_MAT
2,Czech Republic,28.0,2016,W,EMP18_MAT
3,Denmark,18.0,2016,W,EMP18_MAT
4,France,16.0,2016,W,EMP18_MAT
5,Germany,14.0,2016,W,EMP18_MAT
6,Greece,43.0,2016,W,EMP18_MAT
7,Hungary,24.0,2016,W,EMP18_MAT
8,Iceland,13.0,2016,W,EMP18_MAT
9,Ireland,42.0,2016,W,EMP18_MAT
10,Italy,21.7,2016,W,EMP18_MAT
11,Luxembourg,16.0,2016,W,EMP18_MAT
12,Netherlands,16.0,2016,W,EMP18_MAT
13,Norway,13.0,2016,W,EMP18_MAT
14,Poland,20.0,2016,W,EMP18_MAT
15,Portugal,6.0,2016,W,EMP18_MAT
16,Slovak Republic,34.0,2016,W,EMP18_MAT
17,Spain,16.0,2016,W,EMP18_MAT
18,Sweden,19.9,2016,W,EMP18_MAT
19,Switzerland,16.0,2016,W,EMP18_MAT
20,United Kingdom,52.0,2016,W,EMP18_MAT
21,Estonia,20.0,2016,W,EMP18_MAT
22,Slovenia,15.0,2016,W,EMP18_MAT
23,Latvia,16.0,2016,W,EMP18_MAT
24,Lithuania,18.0,2016,W,EMP18_MAT
0,Austria,16.0,2017,W,EMP18_MAT
1,Belgium,15.0,2017,W,EMP18_MAT
2,Czech Republic,28.0,2017,W,EMP18_MAT
3,Denmark,18.0,2017,W,EMP18_MAT
4,France,16.0,2017,W,EMP18_MAT
5,Germany,14.0,2017,W,EMP18_MAT
6,Greece,43.0,2017,W,EMP18_MAT
7,Hungary,24.0,2017,W,EMP18_MAT
8,Iceland,13.0,2017,W,EMP18_MAT
9,Ireland,42.0,2017,W,EMP18_MAT
10,Italy,21.7,2017,W,EMP18_MAT
11,Luxembourg,16.0,2017,W,EMP18_MAT
12,Netherlands,16.0,2017,W,EMP18_MAT
13,Norway,13.0,2017,W,EMP18_MAT
14,Poland,20.0,2017,W,EMP18_MAT
15,Portugal,6.0,2017,W,EMP18_MAT
16,Slovak Republic,34.0,2017,W,EMP18_MAT
17,Spain,16.0,2017,W,EMP18_MAT
18,Sweden,19.9,2017,W,EMP18_MAT
19,Switzerland,16.0,2017,W,EMP18_MAT
20,United Kingdom,52.0,2017,W,EMP18_MAT
21,Estonia,20.0,2017,W,EMP18_MAT
22,Slovenia,15.0,2017,W,EMP18_MAT
23,Latvia,16.0,2017,W,EMP18_MAT
24,Lithuania,18.0,2017,W,EMP18_MAT
0,Austria,16.0,2018,W,EMP18_MAT
1,Belgium,15.0,2018,W,EMP18_MAT
2,Czech Republic,28.0,2018,W,EMP18_MAT
3,Denmark,18.0,2018,W,EMP18_MAT
4,France,16.0,2018,W,EMP18_MAT
5,Germany,14.0,2018,W,EMP18_MAT
6,Greece,43.0,2018,W,EMP18_MAT
7,Hungary,24.0,2018,W,EMP18_MAT
8,Iceland,13.0,2018,W,EMP18_MAT
9,Ireland,42.0,2018,W,EMP18_MAT
10,Italy,21.7,2018,W,EMP18_MAT
11,Luxembourg,20.0,2018,W,EMP18_MAT
12,Netherlands,16.0,2018,W,EMP18_MAT
13,Norway,13.0,2018,W,EMP18_MAT
14,Poland,20.0,2018,W,EMP18_MAT
15,Portugal,6.0,2018,W,EMP18_MAT
16,Slovak Republic,34.0,2018,W,EMP18_MAT
17,Spain,16.0,2018,W,EMP18_MAT
18,Sweden,19.9,2018,W,EMP18_MAT
19,Switzerland,16.0,2018,W,EMP18_MAT
20,United Kingdom,52.0,2018,W,EMP18_MAT
21,Estonia,20.0,2018,W,EMP18_MAT
22,Slovenia,15.0,2018,W,EMP18_MAT
23,Latvia,16.0,2018,W,EMP18_MAT
24,Lithuania,18.0,2018,W,EMP18_MAT
0,Austria,16.0,2019,W,EMP18_MAT
1,Belgium,15.0,2019,W,EMP18_MAT
2,Czech Republic,28.0,2019,W,EMP18_MAT
3,Denmark,18.0,2019,W,EMP18_MAT
4,France,16.0,2019,W,EMP18_MAT
5,Germany,14.0,2019,W,EMP18_MAT
6,Greece,43.0,2019,W,EMP18_MAT
7,Hungary,24.0,2019,W,EMP18_MAT
8,Iceland,13.0,2019,W,EMP18_MAT
9,Ireland,42.0,2019,W,EMP18_MAT
10,Italy,21.7,2019,W,EMP18_MAT
11,Luxembourg,20.0,2019,W,EMP18_MAT
12,Netherlands,16.0,2019,W,EMP18_MAT
13,Norway,13.0,2019,W,EMP18_MAT
14,Poland,20.0,2019,W,EMP18_MAT
15,Portugal,6.0,2019,W,EMP18_MAT
16,Slovak Republic,34.0,2019,W,EMP18_MAT
17,Spain,16.0,2019,W,EMP18_MAT
18,Sweden,19.9,2019,W,EMP18_MAT
19,Switzerland,16.0,2019,W,EMP18_MAT
20,United Kingdom,52.0,2019,W,EMP18_MAT
21,Estonia,20.0,2019,W,EMP18_MAT
22,Slovenia,15.0,2019,W,EMP18_MAT
23,Latvia,16.0,2019,W,EMP18_MAT
24,Lithuania,18.0,2019,W,EMP18_MAT
0,Austria,87.3,2010,W,EMP18_PAR
1,Belgium,13.0,2010,W,EMP18_PAR
2,Czech Republic,134.0,2010,W,EMP18_PAR
3,Denmark,32.0,2010,W,EMP18_PAR
4,France,146.0,2010,W,EMP18_PAR
5,Germany,148.0,2010,W,EMP18_PAR
6,Greece,15.2,2010,W,EMP18_PAR
7,Hungary,136.0,2010,W,EMP18_PAR
8,Iceland,26.0,2010,W,EMP18_PAR
9,Ireland,14.0,2010,W,EMP18_PAR
10,Italy,26.0,2010,W,EMP18_PAR
11,Luxembourg,26.0,2010,W,EMP18_PAR
12,Netherlands,26.0,2010,W,EMP18_PAR
13,Norway,79.0,2010,W,EMP18_PAR
14,Poland,156.0,2010,W,EMP18_PAR
15,Portugal,127.7,2010,W,EMP18_PAR
16,Slovak Republic,136.0,2010,W,EMP18_PAR
17,Spain,46.0,2010,W,EMP18_PAR
18,Sweden,69.4,2010,W,EMP18_PAR
19,Switzerland,0.0,2010,W,EMP18_PAR
20,United Kingdom,13.0,2010,W,EMP18_PAR
21,Estonia,146.0,2010,W,EMP18_PAR
22,Slovenia,37.1,2010,W,EMP18_PAR
23,Latvia,78.0,2010,W,EMP18_PAR
24,Lithuania,148.0,2010,W,EMP18_PAR
0,Austria,87.3,2011,W,EMP18_PAR
1,Belgium,13.0,2011,W,EMP18_PAR
2,Czech Republic,134.0,2011,W,EMP18_PAR
3,Denmark,32.0,2011,W,EMP18_PAR
4,France,146.0,2011,W,EMP18_PAR
5,Germany,148.0,2011,W,EMP18_PAR
6,Greece,15.2,2011,W,EMP18_PAR
7,Hungary,136.0,2011,W,EMP18_PAR
8,Iceland,26.0,2011,W,EMP18_PAR
9,Ireland,14.0,2011,W,EMP18_PAR
10,Italy,26.0,2011,W,EMP18_PAR
11,Luxembourg,26.0,2011,W,EMP18_PAR
12,Netherlands,26.0,2011,W,EMP18_PAR
13,Norway,78.0,2011,W,EMP18_PAR
14,Poland,156.0,2011,W,EMP18_PAR
15,Portugal,127.7,2011,W,EMP18_PAR
16,Slovak Republic,130.0,2011,W,EMP18_PAR
17,Spain,46.0,2011,W,EMP18_PAR
18,Sweden,69.4,2011,W,EMP18_PAR
19,Switzerland,0.0,2011,W,EMP18_PAR
20,United Kingdom,13.0,2011,W,EMP18_PAR
21,Estonia,146.0,2011,W,EMP18_PAR
22,Slovenia,37.1,2011,W,EMP18_PAR
23,Latvia,78.0,2011,W,EMP18_PAR
24,Lithuania,148.0,2011,W,EMP18_PAR
0,Austria,87.3,2012,W,EMP18_PAR
1,Belgium,17.3,2012,W,EMP18_PAR
2,Czech Republic,134.0,2012,W,EMP18_PAR
3,Denmark,32.0,2012,W,EMP18_PAR
4,France,146.0,2012,W,EMP18_PAR
5,Germany,148.0,2012,W,EMP18_PAR
6,Greece,17.3,2012,W,EMP18_PAR
7,Hungary,136.0,2012,W,EMP18_PAR
8,Iceland,26.0,2012,W,EMP18_PAR
9,Ireland,14.0,2012,W,EMP18_PAR
10,Italy,26.0,2012,W,EMP18_PAR
11,Luxembourg,26.0,2012,W,EMP18_PAR
12,Netherlands,26.0,2012,W,EMP18_PAR
13,Norway,78.0,2012,W,EMP18_PAR
14,Poland,156.0,2012,W,EMP18_PAR
15,Portugal,127.7,2012,W,EMP18_PAR
16,Slovak Republic,130.0,2012,W,EMP18_PAR
17,Spain,46.0,2012,W,EMP18_PAR
18,Sweden,69.4,2012,W,EMP18_PAR
19,Switzerland,0.0,2012,W,EMP18_PAR
20,United Kingdom,13.0,2012,W,EMP18_PAR
21,Estonia,146.0,2012,W,EMP18_PAR
22,Slovenia,37.1,2012,W,EMP18_PAR
23,Latvia,78.0,2012,W,EMP18_PAR
24,Lithuania,148.0,2012,W,EMP18_PAR
0,Austria,87.3,2013,W,EMP18_PAR
1,Belgium,17.3,2013,W,EMP18_PAR
2,Czech Republic,134.0,2013,W,EMP18_PAR
3,Denmark,32.0,2013,W,EMP18_PAR
4,France,146.0,2013,W,EMP18_PAR
5,Germany,148.0,2013,W,EMP18_PAR
6,Greece,17.3,2013,W,EMP18_PAR
7,Hungary,136.0,2013,W,EMP18_PAR
8,Iceland,26.0,2013,W,EMP18_PAR
9,Ireland,18.0,2013,W,EMP18_PAR
10,Italy,26.0,2013,W,EMP18_PAR
11,Luxembourg,26.0,2013,W,EMP18_PAR
12,Netherlands,26.0,2013,W,EMP18_PAR
13,Norway,78.0,2013,W,EMP18_PAR
14,Poland,182.0,2013,W,EMP18_PAR
15,Portugal,127.7,2013,W,EMP18_PAR
16,Slovak Republic,130.0,2013,W,EMP18_PAR
17,Spain,46.0,2013,W,EMP18_PAR
18,Sweden,69.4,2013,W,EMP18_PAR
19,Switzerland,0.0,2013,W,EMP18_PAR
20,United Kingdom,18.0,2013,W,EMP18_PAR
21,Estonia,146.0,2013,W,EMP18_PAR
22,Slovenia,37.1,2013,W,EMP18_PAR
23,Latvia,78.0,2013,W,EMP18_PAR
24,Lithuania,148.0,2013,W,EMP18_PAR
0,Austria,87.3,2014,W,EMP18_PAR
1,Belgium,17.3,2014,W,EMP18_PAR
2,Czech Republic,134.0,2014,W,EMP18_PAR
3,Denmark,32.0,2014,W,EMP18_PAR
4,France,146.0,2014,W,EMP18_PAR
5,Germany,148.0,2014,W,EMP18_PAR
6,Greece,17.3,2014,W,EMP18_PAR
7,Hungary,136.0,2014,W,EMP18_PAR
8,Iceland,30.3,2014,W,EMP18_PAR
9,Ireland,18.0,2014,W,EMP18_PAR
10,Italy,26.0,2014,W,EMP18_PAR
11,Luxembourg,26.0,2014,W,EMP18_PAR
12,Netherlands,26.0,2014,W,EMP18_PAR
13,Norway,70.0,2014,W,EMP18_PAR
14,Poland,177.7,2014,W,EMP18_PAR
15,Portugal,127.7,2014,W,EMP18_PAR
16,Slovak Republic,130.0,2014,W,EMP18_PAR
17,Spain,46.0,2014,W,EMP18_PAR
18,Sweden,69.4,2014,W,EMP18_PAR
19,Switzerland,0.0,2014,W,EMP18_PAR
20,United Kingdom,18.0,2014,W,EMP18_PAR
21,Estonia,146.0,2014,W,EMP18_PAR
22,Slovenia,37.1,2014,W,EMP18_PAR
23,Latvia,78.0,2014,W,EMP18_PAR
24,Lithuania,148.0,2014,W,EMP18_PAR
0,Austria,87.3,2015,W,EMP18_PAR
1,Belgium,17.3,2015,W,EMP18_PAR
2,Czech Republic,134.0,2015,W,EMP18_PAR
3,Denmark,32.0,2015,W,EMP18_PAR
4,France,146.0,2015,W,EMP18_PAR
5,Germany,148.0,2015,W,EMP18_PAR
6,Greece,17.3,2015,W,EMP18_PAR
7,Hungary,136.0,2015,W,EMP18_PAR
8,Iceland,30.3,2015,W,EMP18_PAR
9,Ireland,18.0,2015,W,EMP18_PAR
10,Italy,26.0,2015,W,EMP18_PAR
11,Luxembourg,26.0,2015,W,EMP18_PAR
12,Netherlands,26.0,2015,W,EMP18_PAR
13,Norway,78.0,2015,W,EMP18_PAR
14,Poland,177.7,2015,W,EMP18_PAR
15,Portugal,128.1,2015,W,EMP18_PAR
16,Slovak Republic,130.0,2015,W,EMP18_PAR
17,Spain,46.0,2015,W,EMP18_PAR
18,Sweden,69.4,2015,W,EMP18_PAR
19,Switzerland,0.0,2015,W,EMP18_PAR
20,United Kingdom,18.0,2015,W,EMP18_PAR
21,Estonia,146.0,2015,W,EMP18_PAR
22,Slovenia,37.1,2015,W,EMP18_PAR
23,Latvia,78.0,2015,W,EMP18_PAR
24,Lithuania,148.0,2015,W,EMP18_PAR
0,Austria,87.3,2016,W,EMP18_PAR
1,Belgium,17.3,2016,W,EMP18_PAR
2,Czech Republic,134.0,2016,W,EMP18_PAR
3,Denmark,32.0,2016,W,EMP18_PAR
4,France,146.0,2016,W,EMP18_PAR
5,Germany,148.0,2016,W,EMP18_PAR
6,Greece,17.3,2016,W,EMP18_PAR
7,Hungary,136.0,2016,W,EMP18_PAR
8,Iceland,30.3,2016,W,EMP18_PAR
9,Ireland,18.0,2016,W,EMP18_PAR
10,Italy,26.0,2016,W,EMP18_PAR
11,Luxembourg,26.0,2016,W,EMP18_PAR
12,Netherlands,26.0,2016,W,EMP18_PAR
13,Norway,78.0,2016,W,EMP18_PAR
14,Poland,183.7,2016,W,EMP18_PAR
15,Portugal,128.1,2016,W,EMP18_PAR
16,Slovak Republic,130.0,2016,W,EMP18_PAR
17,Spain,46.0,2016,W,EMP18_PAR
18,Sweden,65.1,2016,W,EMP18_PAR
19,Switzerland,0.0,2016,W,EMP18_PAR
20,United Kingdom,18.0,2016,W,EMP18_PAR
21,Estonia,146.0,2016,W,EMP18_PAR
22,Slovenia,37.1,2016,W,EMP18_PAR
23,Latvia,78.0,2016,W,EMP18_PAR
24,Lithuania,148.0,2016,W,EMP18_PAR
0,Austria,87.3,2017,W,EMP18_PAR
1,Belgium,17.3,2017,W,EMP18_PAR
2,Czech Republic,134.0,2017,W,EMP18_PAR
3,Denmark,32.0,2017,W,EMP18_PAR
4,France,146.0,2017,W,EMP18_PAR
5,Germany,148.0,2017,W,EMP18_PAR
6,Greece,17.3,2017,W,EMP18_PAR
7,Hungary,136.0,2017,W,EMP18_PAR
8,Iceland,30.3,2017,W,EMP18_PAR
9,Ireland,18.0,2017,W,EMP18_PAR
10,Italy,26.0,2017,W,EMP18_PAR
11,Luxembourg,17.3,2017,W,EMP18_PAR
12,Netherlands,26.0,2017,W,EMP18_PAR
13,Norway,78.0,2017,W,EMP18_PAR
14,Poland,183.7,2017,W,EMP18_PAR
15,Portugal,128.1,2017,W,EMP18_PAR
16,Slovak Republic,130.0,2017,W,EMP18_PAR
17,Spain,46.0,2017,W,EMP18_PAR
18,Sweden,65.1,2017,W,EMP18_PAR
19,Switzerland,0.0,2017,W,EMP18_PAR
20,United Kingdom,18.0,2017,W,EMP18_PAR
21,Estonia,146.0,2017,W,EMP18_PAR
22,Slovenia,37.1,2017,W,EMP18_PAR
23,Latvia,78.0,2017,W,EMP18_PAR
24,Lithuania,148.0,2017,W,EMP18_PAR
0,Austria,87.3,2018,W,EMP18_PAR
1,Belgium,17.3,2018,W,EMP18_PAR
2,Czech Republic,134.0,2018,W,EMP18_PAR
3,Denmark,32.0,2018,W,EMP18_PAR
4,France,146.0,2018,W,EMP18_PAR
5,Germany,148.0,2018,W,EMP18_PAR
6,Greece,17.3,2018,W,EMP18_PAR
7,Hungary,136.0,2018,W,EMP18_PAR
8,Iceland,30.3,2018,W,EMP18_PAR
9,Ireland,18.0,2018,W,EMP18_PAR
10,Italy,26.0,2018,W,EMP18_PAR
11,Luxembourg,17.3,2018,W,EMP18_PAR
12,Netherlands,26.0,2018,W,EMP18_PAR
13,Norway,78.0,2018,W,EMP18_PAR
14,Poland,183.7,2018,W,EMP18_PAR
15,Portugal,128.1,2018,W,EMP18_PAR
16,Slovak Republic,130.0,2018,W,EMP18_PAR
17,Spain,46.0,2018,W,EMP18_PAR
18,Sweden,65.1,2018,W,EMP18_PAR
19,Switzerland,0.0,2018,W,EMP18_PAR
20,United Kingdom,18.0,2018,W,EMP18_PAR
21,Estonia,146.0,2018,W,EMP18_PAR
22,Slovenia,37.1,2018,W,EMP18_PAR
23,Latvia,78.0,2018,W,EMP18_PAR
24,Lithuania,148.0,2018,W,EMP18_PAR
0,Austria,87.3,2019,W,EMP18_PAR
1,Belgium,17.3,2019,W,EMP18_PAR
2,Czech Republic,134.0,2019,W,EMP18_PAR
3,Denmark,32.0,2019,W,EMP18_PAR
4,France,146.0,2019,W,EMP18_PAR
5,Germany,148.0,2019,W,EMP18_PAR
6,Greece,17.3,2019,W,EMP18_PAR
7,Hungary,136.0,2019,W,EMP18_PAR
8,Iceland,30.3,2019,W,EMP18_PAR
9,Ireland,18.0,2019,W,EMP18_PAR
10,Italy,26.0,2019,W,EMP18_PAR
11,Luxembourg,17.3,2019,W,EMP18_PAR
12,Netherlands,26.0,2019,W,EMP18_PAR
13,Norway,78.0,2019,W,EMP18_PAR
14,Poland,183.7,2019,W,EMP18_PAR
15,Portugal,128.1,2019,W,EMP18_PAR
16,Slovak Republic,130.0,2019,W,EMP18_PAR
17,Spain,46.0,2019,W,EMP18_PAR
18,Sweden,65.1,2019,W,EMP18_PAR
19,Switzerland,0.0,2019,W,EMP18_PAR
20,United Kingdom,18.0,2019,W,EMP18_PAR
21,Estonia,146.0,2019,W,EMP18_PAR
22,Slovenia,37.1,2019,W,EMP18_PAR
23,Latvia,78.0,2019,W,EMP18_PAR
24,Lithuania,148.0,2019,W,EMP18_PAR
0,Austria,60.0,2010,W,EMP18_PAID
1,Belgium,28.0,2010,W,EMP18_PAID
2,Czech Republic,110.0,2010,W,EMP18_PAID
3,Denmark,50.0,2010,W,EMP18_PAID
4,France,42.0,2010,W,EMP18_PAID
5,Germany,58.0,2010,W,EMP18_PAID
6,Greece,43.0,2010,W,EMP18_PAID
7,Hungary,160.0,2010,W,EMP18_PAID
8,Iceland,26.0,2010,W,EMP18_PAID
9,Ireland,26.0,2010,W,EMP18_PAID
10,Italy,47.7,2010,W,EMP18_PAID
11,Luxembourg,42.0,2010,W,EMP18_PAID
12,Netherlands,42.0,2010,W,EMP18_PAID
13,Norway,88.0,2010,W,EMP18_PAID
14,Poland,22.0,2010,W,EMP18_PAID
15,Portugal,30.1,2010,W,EMP18_PAID
16,Slovak Republic,164.0,2010,W,EMP18_PAID
17,Spain,16.0,2010,W,EMP18_PAID
18,Sweden,60.0,2010,W,EMP18_PAID
19,Switzerland,14.0,2010,W,EMP18_PAID
20,United Kingdom,39.0,2010,W,EMP18_PAID
21,Estonia,166.0,2010,W,EMP18_PAID
22,Slovenia,52.1,2010,W,EMP18_PAID
23,Latvia,94.0,2010,W,EMP18_PAID
24,Lithuania,62.0,2010,W,EMP18_PAID
0,Austria,60.0,2011,W,EMP18_PAID
1,Belgium,28.0,2011,W,EMP18_PAID
2,Czech Republic,110.0,2011,W,EMP18_PAID
3,Denmark,50.0,2011,W,EMP18_PAID
4,France,42.0,2011,W,EMP18_PAID
5,Germany,58.0,2011,W,EMP18_PAID
6,Greece,43.0,2011,W,EMP18_PAID
7,Hungary,160.0,2011,W,EMP18_PAID
8,Iceland,26.0,2011,W,EMP18_PAID
9,Ireland,26.0,2011,W,EMP18_PAID
10,Italy,47.7,2011,W,EMP18_PAID
11,Luxembourg,42.0,2011,W,EMP18_PAID
12,Netherlands,42.0,2011,W,EMP18_PAID
13,Norway,87.0,2011,W,EMP18_PAID
14,Poland,22.0,2011,W,EMP18_PAID
15,Portugal,30.1,2011,W,EMP18_PAID
16,Slovak Republic,164.0,2011,W,EMP18_PAID
17,Spain,16.0,2011,W,EMP18_PAID
18,Sweden,60.0,2011,W,EMP18_PAID
19,Switzerland,14.0,2011,W,EMP18_PAID
20,United Kingdom,39.0,2011,W,EMP18_PAID
21,Estonia,166.0,2011,W,EMP18_PAID
22,Slovenia,52.1,2011,W,EMP18_PAID
23,Latvia,94.0,2011,W,EMP18_PAID
24,Lithuania,62.0,2011,W,EMP18_PAID
0,Austria,60.0,2012,W,EMP18_PAID
1,Belgium,32.3,2012,W,EMP18_PAID
2,Czech Republic,110.0,2012,W,EMP18_PAID
3,Denmark,50.0,2012,W,EMP18_PAID
4,France,42.0,2012,W,EMP18_PAID
5,Germany,58.0,2012,W,EMP18_PAID
6,Greece,43.0,2012,W,EMP18_PAID
7,Hungary,160.0,2012,W,EMP18_PAID
8,Iceland,26.0,2012,W,EMP18_PAID
9,Ireland,26.0,2012,W,EMP18_PAID
10,Italy,47.7,2012,W,EMP18_PAID
11,Luxembourg,42.0,2012,W,EMP18_PAID
12,Netherlands,42.0,2012,W,EMP18_PAID
13,Norway,87.0,2012,W,EMP18_PAID
14,Poland,24.0,2012,W,EMP18_PAID
15,Portugal,30.1,2012,W,EMP18_PAID
16,Slovak Republic,164.0,2012,W,EMP18_PAID
17,Spain,16.0,2012,W,EMP18_PAID
18,Sweden,60.0,2012,W,EMP18_PAID
19,Switzerland,14.0,2012,W,EMP18_PAID
20,United Kingdom,39.0,2012,W,EMP18_PAID
21,Estonia,166.0,2012,W,EMP18_PAID
22,Slovenia,52.1,2012,W,EMP18_PAID
23,Latvia,94.0,2012,W,EMP18_PAID
24,Lithuania,62.0,2012,W,EMP18_PAID
0,Austria,60.0,2013,W,EMP18_PAID
1,Belgium,32.3,2013,W,EMP18_PAID
2,Czech Republic,110.0,2013,W,EMP18_PAID
3,Denmark,50.0,2013,W,EMP18_PAID
4,France,42.0,2013,W,EMP18_PAID
5,Germany,58.0,2013,W,EMP18_PAID
6,Greece,43.0,2013,W,EMP18_PAID
7,Hungary,160.0,2013,W,EMP18_PAID
8,Iceland,26.0,2013,W,EMP18_PAID
9,Ireland,26.0,2013,W,EMP18_PAID
10,Italy,47.7,2013,W,EMP18_PAID
11,Luxembourg,42.0,2013,W,EMP18_PAID
12,Netherlands,42.0,2013,W,EMP18_PAID
13,Norway,87.0,2013,W,EMP18_PAID
14,Poland,52.0,2013,W,EMP18_PAID
15,Portugal,30.1,2013,W,EMP18_PAID
16,Slovak Republic,164.0,2013,W,EMP18_PAID
17,Spain,16.0,2013,W,EMP18_PAID
18,Sweden,60.0,2013,W,EMP18_PAID
19,Switzerland,14.0,2013,W,EMP18_PAID
20,United Kingdom,39.0,2013,W,EMP18_PAID
21,Estonia,166.0,2013,W,EMP18_PAID
22,Slovenia,52.1,2013,W,EMP18_PAID
23,Latvia,94.0,2013,W,EMP18_PAID
24,Lithuania,62.0,2013,W,EMP18_PAID
0,Austria,60.0,2014,W,EMP18_PAID
1,Belgium,32.3,2014,W,EMP18_PAID
2,Czech Republic,110.0,2014,W,EMP18_PAID
3,Denmark,50.0,2014,W,EMP18_PAID
4,France,42.0,2014,W,EMP18_PAID
5,Germany,58.0,2014,W,EMP18_PAID
6,Greece,43.0,2014,W,EMP18_PAID
7,Hungary,160.0,2014,W,EMP18_PAID
8,Iceland,26.0,2014,W,EMP18_PAID
9,Ireland,26.0,2014,W,EMP18_PAID
10,Italy,47.7,2014,W,EMP18_PAID
11,Luxembourg,42.0,2014,W,EMP18_PAID
12,Netherlands,42.0,2014,W,EMP18_PAID
13,Norway,87.0,2014,W,EMP18_PAID
14,Poland,52.0,2014,W,EMP18_PAID
15,Portugal,30.1,2014,W,EMP18_PAID
16,Slovak Republic,164.0,2014,W,EMP18_PAID
17,Spain,16.0,2014,W,EMP18_PAID
18,Sweden,60.0,2014,W,EMP18_PAID
19,Switzerland,14.0,2014,W,EMP18_PAID
20,United Kingdom,39.0,2014,W,EMP18_PAID
21,Estonia,166.0,2014,W,EMP18_PAID
22,Slovenia,52.1,2014,W,EMP18_PAID
23,Latvia,94.0,2014,W,EMP18_PAID
24,Lithuania,62.0,2014,W,EMP18_PAID
0,Austria,60.0,2015,W,EMP18_PAID
1,Belgium,32.3,2015,W,EMP18_PAID
2,Czech Republic,110.0,2015,W,EMP18_PAID
3,Denmark,50.0,2015,W,EMP18_PAID
4,France,42.0,2015,W,EMP18_PAID
5,Germany,58.0,2015,W,EMP18_PAID
6,Greece,43.0,2015,W,EMP18_PAID
7,Hungary,160.0,2015,W,EMP18_PAID
8,Iceland,26.0,2015,W,EMP18_PAID
9,Ireland,26.0,2015,W,EMP18_PAID
10,Italy,47.7,2015,W,EMP18_PAID
11,Luxembourg,42.0,2015,W,EMP18_PAID
12,Netherlands,16.0,2015,W,EMP18_PAID
13,Norway,91.0,2015,W,EMP18_PAID
14,Poland,52.0,2015,W,EMP18_PAID
15,Portugal,30.1,2015,W,EMP18_PAID
16,Slovak Republic,164.0,2015,W,EMP18_PAID
17,Spain,16.0,2015,W,EMP18_PAID
18,Sweden,60.0,2015,W,EMP18_PAID
19,Switzerland,14.0,2015,W,EMP18_PAID
20,United Kingdom,39.0,2015,W,EMP18_PAID
21,Estonia,166.0,2015,W,EMP18_PAID
22,Slovenia,52.1,2015,W,EMP18_PAID
23,Latvia,94.0,2015,W,EMP18_PAID
24,Lithuania,62.0,2015,W,EMP18_PAID
0,Austria,60.0,2016,W,EMP18_PAID
1,Belgium,32.3,2016,W,EMP18_PAID
2,Czech Republic,110.0,2016,W,EMP18_PAID
3,Denmark,50.0,2016,W,EMP18_PAID
4,France,42.0,2016,W,EMP18_PAID
5,Germany,58.0,2016,W,EMP18_PAID
6,Greece,43.0,2016,W,EMP18_PAID
7,Hungary,160.0,2016,W,EMP18_PAID
8,Iceland,26.0,2016,W,EMP18_PAID
9,Ireland,26.0,2016,W,EMP18_PAID
10,Italy,47.7,2016,W,EMP18_PAID
11,Luxembourg,42.0,2016,W,EMP18_PAID
12,Netherlands,16.0,2016,W,EMP18_PAID
13,Norway,91.0,2016,W,EMP18_PAID
14,Poland,52.0,2016,W,EMP18_PAID
15,Portugal,30.1,2016,W,EMP18_PAID
16,Slovak Republic,164.0,2016,W,EMP18_PAID
17,Spain,16.0,2016,W,EMP18_PAID
18,Sweden,55.7,2016,W,EMP18_PAID
19,Switzerland,14.0,2016,W,EMP18_PAID
20,United Kingdom,39.0,2016,W,EMP18_PAID
21,Estonia,166.0,2016,W,EMP18_PAID
